"Name","Full Ticker","Ticker","P/E Ratio"
"IBO Technology Company Limited","SEHK:2708",2708,-29.6327
"Shanghai Dongzheng Automotive Finance Co., Ltd.","SEHK:2718",2718,4.0987
"Shanghai Electric Group Company Limited","SEHK:2727",2727,21.4215
"Jintai Energy Holdings Limited","SEHK:2728",2728,-3.7015
"Mason Group Holdings Limited","SEHK:273",273,-1.428
"China Billion Resources Limited","SEHK:274",274,-1.0619
"Mongolia Energy Corporation Limited","SEHK:276",276,0.2512
"Yuanda China Holdings Limited","SEHK:2789",2789,-3.9442
"Freeman FinTech Corporation Limited","SEHK:279",279,-0.0438
"King Fook Holdings Limited","SEHK:280",280,17.9242
"Premia ETF Series - MSCI Vietnam ETF","SEHK:2804",2804,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Consumer Brand ETF","SEHK:2806",2806,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Robotics and AI ETF","SEHK:2807",2807,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Clean Energy ETF","SEHK:2809",2809,
"Samsung Asset Management (Hong Kong) Limited- CSI China Dragon Internet ETF","SEHK:2812",2812,
"Next Digital Limited","SEHK:282",282,-2.4153
"Global X ETF Series - Global X China Biotech ETF","SEHK:2820",2820,
"Lippo Fund Series - Lippo Select HK & Mainland Property ETF","SEHK:2824",2824,
"World Index Shares ETFs - CSI HK 100 Tracker","SEHK:2825",2825,
"Global X ETF Series - Global X China Cloud Computing ETF","SEHK:2826",2826,
"World Index Shares ETFs - CSI 300 China Tracker","SEHK:2827",2827,
"Bosera ETFs - Bosera FTSE China A50 Index ETF","SEHK:2832",2832,
"iShares Asia Trust - iShares NASDAQ 100 Index ETF","SEHK:2834",2834,
"iShares Asia Trust - iShares Core S&P BSE SENSEX India Index ETF","SEHK:2836",2836,
"SPDR Gold Trust","SEHK:2840",2840,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Clean Energy ETF","SEHK:2845",2845,
"Xtrackers - MSCI Korea UCITS ETF","SEHK:2848",2848,
"Yixin Group Limited","SEHK:2858",2858,-13.1647
"Aidigong Maternal & Child Health Limited","SEHK:286",286,59.4927
"Golden Faith Group Holdings Limited","SEHK:2863",2863,8.0626
"Solomon Systech (International) Limited","SEHK:2878",2878,-9.161
"Hong Kong Resources Holdings Company Limited","SEHK:2882",2882,-2.0715
"Peiport Holdings Ltd.","SEHK:2885",2885,5.8776
"Standard Chartered PLC","SEHK:2888",2888,24.328
"Million Cities Holdings Limited","SEHK:2892",2892,8.1769
"China Fortune Financial Group Limited","SEHK:290",290,-7.7999
"Asia Standard Hotel Group Limited","SEHK:292",292,1.0746
"Cathay Pacific Airways Limited","SEHK:293",293,-4.9897
"Yangtzekiang Garment Limited","SEHK:294",294,-8.421
"Kong Sun Holdings Limited","SEHK:295",295,-2.092
"Sinofert Holdings Limited","SEHK:297",297,11.6776
"Universal Health International Group Holding Limited","SEHK:2975",2975,-0.2655
"China Fortune Holdings Limited","SEHK:2979",2979,-4.876
"China Financial Services Holdings Limited","SEHK:2980",2980,3.4898
"Longhui International Holdings Limited","SEHK:2981",2981,-0.6676
"CST Group Limited","SEHK:2986",2986,-1.6822
"China Grand Pharmaceutical and Healthcare Holdings Limited","SEHK:2989",2989,16.8554
"Glory Sun Land Group Limited","SEHK:299",299,9.5963
"Ban Loong Holdings Limited","SEHK:30",30,64.5468
"CSOP ETF Series - CSOP CSI 500 ETF","SEHK:3005",3005,
"Xtrackers - FTSE China 50 UCITS ETF","SEHK:3007",3007,
"Xtrackers - Nifty 50 Swap UCITS ETF","SEHK:3015",3015,
"Xtrackers - MSCI Philippines UCITS ETF","SEHK:3016",3016,
"Xtrackers - MSCI World Swap UCITS ETF","SEHK:3019",3019,
"CMGE Technology Group Limited","SEHK:302",302,24.1008
"Xtrackers - MSCI USA Swap UCITS ETF","SEHK:3020",3020,
"Ping An of China Trust - Ping An Nasdaq AI and Robotics ETF","SEHK:3023",3023,
"World Index Shares ETFs - SSE 50 China Tracker","SEHK:3024",3024,
"Haitong MSCI China A ESG ETF","SEHK:3031",3031,
"Hang Seng Investment Index Funds Series - Hang Seng Tech Index ETF","SEHK:3032",3032,
"CSOP ETF Series - CSOP Hang Seng TECH Index ETF","SEHK:3033",3033,
"Xtrackers - MSCI Taiwan UCITS ETF","SEHK:3036",3036,
"Global X ETF Series - Global X MSCI China ETF","SEHK:3040",3040,
"Xtrackers - MSCI Pacific ex Japan UCITS ETF","SEHK:3043",3043,
"Ssif ETF I - Ssif Dce Iron Ore Futures Index ETF","SEHK:3047",3047,
"Xtrackers - MSCI Brazil UCITS ETF","SEHK:3048",3048,
"CSOP Hong Kong Dollar Money Market ETF","SEHK:3053",3053,
"Xtrackers - MSCI China UCITS ETF","SEHK:3055",3055,
"Kwoon Chung Bus Holdings Limited","SEHK:306",306,-25.1663
"Xtrackers - MSCI Singapore UCITS ETF","SEHK:3065",3065,
"iShares Hang Seng TECH ETF","SEHK:3067",3067,
"CICC Fund Series - CICC HKD Money Market ETF","SEHK:3071",3071,
"Nikko Asset Management Global Internet ETF","SEHK:3072",3072,
"SPDR ETFs - SPDR FTSE Greater China ETF","SEHK:3073",3073,
"China International Capital Corporation Hong Kong - Bloomberg Barclays China Treasury 1 - 10 years E","SEHK:3079",3079,
"China Travel International Investment Hong Kong Limited","SEHK:308",308,-16.2831
"Value Gold ETF","SEHK:3081",3081,
"Xtrackers - MSCI Malaysia UCITS ETF","SEHK:3082",3082,
"Xtrackers - FTSE Vietnam Swap UCITS ETF","SEHK:3087",3087,
"China Asset Management Company - Hang Seng Tech Index ETF","SEHK:3088",3088,
"Xinhua News Media Holdings Limited","SEHK:309",309,-4.3771
"Nikko AM Hong Kong Exchange Traded Funds Series - NikkoAM E-Games Active ETF","SEHK:3091",3091,
"Xtrackers - MSCI Thailand UCITS ETF","SEHK:3092",3092,
"China International Capital Corporation Hong Kong - CSI Select 100 ETF Fund","SEHK:3093",3093,
"CSOP ETF Series - CSOP US Dollar Money Market ETF","SEHK:3096",3096,
"Global X ETF Series II - Global X S&P Crude Oil Futures Enhanced ER ETF","SEHK:3097",3097,
"Xtrackers - MSCI Indonesia Swap UCITS ETF","SEHK:3099",3099,
"Prosperity Investment Holdings Limited","SEHK:310",310,-0.5635
"Csop Asset Management Limited - CSOP STAR 50 Index ETF","SEHK:3109",3109,
"Luen Thai Holdings Limited","SEHK:311",311,-581.6934
"Global X ETF Series - Global X Hang Seng High Dividend Yield ETF","SEHK:3110",3110,
"Harvest Funds (Hong Kong) ETF - Harvest MSCI China A Index ETF","SEHK:3118",3118,
"CSOP ETF Series II - CSOP China Ultra Short-Term Bond ETF","SEHK:3122",3122,
"Global X ETF Series - Global X CSI 300 ETF","SEHK:3127",3127,
"Richly Field China Development Limited","SEHK:313",313,-1.1413
"Hang Seng China A Share Etf Series - Hang Seng Harvest Csi 300 Index Etf","SEHK:3130",3130,
"CSOP ETF Series - CSOP FTSE China A50 ETF","SEHK:3147",3147,
"SmarTone Telecommunications Holdings Limited","SEHK:315",315,14.7308
"China AMC Hang Seng Small Cap Index ETF","SEHK:3157",3157,
"Ping An of China Trust - Ping An MSCI China Multi-Factor ETF","SEHK:3163",3163,
"Ping An Of China Asset Management (Hong Kong) Company Ltd - Ping An MSCI China Quality Factor ETF","SEHK:3166",3166,
"CSSC Offshore & Marine Engineering (Group) Company Limited","SEHK:317",317,6.7464
"Premia ETF Series - Premia CSI Caixin China New Economy ETF","SEHK:3173",3173,
"Samsung ETFs Trust - Samsung S&P GSCI Crude Oil ER Futures ETF","SEHK:3175",3175,
"Vongroup Limited","SEHK:318",318,6.128
"Premia Etf Series - Premia Asia Innovative Technology Etf","SEHK:3181",3181,
"W.I.S.E. - Nasdaq Overseas China New Economy Companies Top 50 Index Tracker Fund","SEHK:3182",3182,
"China Capital Corporation (Hong Kong) Limited - Kraneshares CSI China Internet Index Fund","SEHK:3186",3186,
"Samsung ETFs Trust II - Samsung S&P High Dividend APAC EX NZ REITs ETF","SEHK:3187",3187,
"Mirae Asset Global Investments (Hong Kong) Limited - Global X China Semiconductor ETF","SEHK:3191",3191,
"China Asset Management (Hong Kong) Limited - China AMC MSCI China A Inclusion Index ETF","SEHK:3197",3197,
"Ping An of China Trust - Ping An Nasdaq 5HANDL ETF","SEHK:3198",3198,
"China Star Entertainment Limited","SEHK:326",326,-9.4455
"Alco Holdings Limited","SEHK:328",328,-0.3345
"OCI International Holdings Limited","SEHK:329",329,-73.9152
"Amber Hill Financial Holdings Limited","SEHK:33",33,-1.372
"Esprit Holdings Limited","SEHK:330",330,-0.5019
"China Glass Holdings Limited","SEHK:3300",3300,-5.7451
"Ronshine China Holdings Limited","SEHK:3301",3301,3.8735
"Jutal Offshore Oil Services Limited","SEHK:3303",3303,22.8506
"ArtGo Holdings Limited","SEHK:3313",3313,-1.6221
"China Boton Group Company Limited","SEHK:3318",3318,53.7332
"Yuan Heng Gas Holdings Limited","SEHK:332",332,-14.9863
"Wai Hung Group Holdings Limited","SEHK:3321",3321,62.7371
"Win Hanverky Holdings Limited","SEHK:3322",3322,-3.7133
"Top Form International Limited","SEHK:333",333,-5.15
"Lingbao Gold Group Company Ltd.","SEHK:3330",3330,-7.3829
"Nanjing Sinolife United Company Limited","SEHK:3332",3332,-1.0035
"Anton Oilfield Services Group","SEHK:3337",3337,47.4425
"China Display Optoelectronics Technology Holdings Limited","SEHK:334",334,-18.2423
"GTI Holdings Limited","SEHK:3344",3344,-0.4872
"China PengFei Group Limited","SEHK:3348",3348,3.8159
"Huabao International Holdings Limited","SEHK:336",336,38.7436
"Parkson Retail Group Limited","SEHK:3368",3368,-2.6305
"Hengdeli Holdings Limited","SEHK:3389",3389,-2.4388
"Core Economy Investment Group Limited","SEHK:339",339,-10.5085
"Tycoon Group Holdings Limited","SEHK:3390",3390,-33.1544
"Persta Resources Inc.","SEHK:3395",3395,-0.5955
"China Ting Group Holdings Limited","SEHK:3398",3398,-69.8258
"Guangdong Yueyun Transportation Company Limited","SEHK:3399",3399,-81.7983
"Tongguan Gold Group Limited","SEHK:340",340,-53.2173
"NewOcean Energy Holdings Limited","SEHK:342",342,-1.0424
"Culturecom Holdings Limited","SEHK:343",343,-2.9492
"Yanchang Petroleum International Limited","SEHK:346",346,-4.2559
"China Healthwise Holdings Limited","SEHK:348",348,"NA"
"Asia Energy Logistics Group Limited","SEHK:351",351,-8.8215
"Fortune Sun (China) Holdings Limited","SEHK:352",352,-17.1999
"Energy International Investments Holdings Limited","SEHK:353",353,-183.4012
"DT Capital Limited","SEHK:356",356,-2.487
"Hainan Meilan International Airport Company Limited","SEHK:357",357,34.5496
"China Haisheng Juice Holdings Co., Ltd","SEHK:359",359,-1.676
"Far East Holdings International Limited","SEHK:36",36,-2.4905
"New Focus Auto Tech Holdings Limited","SEHK:360",360,-0.6495
"360 Ludashi Holdings Limited","SEHK:3601",3601,7.6788
"Sino Golf Holdings Limited","SEHK:361",361,-11.5995
"Ever Reach Group (Holdings) Company Limited","SEHK:3616",3616,4.4701
"Xinyang Maojian Group Limited","SEHK:362",362,-1.2277
"China Success Finance Group Holdings Limited","SEHK:3623",3623,-1.0583
"Hang Sang (Siu Po) International Holding Company Limited","SEHK:3626",3626,-7.5751
"RENHENG Enterprise Holdings Limited","SEHK:3628",3628,237.1244
"Huabang Financial Holdings Limited","SEHK:3638",3638,54.5969
"Yida China Holdings Limited","SEHK:3639",3639,10.4371
"Blockchain Group Company Limited","SEHK:364",364,
"Sino ICT Holdings Limited","SEHK:365",365,89.0396
"Xiezhong International Holdings Limited","SEHK:3663",3663,-1.7207
"TANSH Global Food Group Co., Ltd","SEHK:3666",3666,-0.6884
"Superland Group Holdings Limited","SEHK:368",368,21.1951
"Suoxinda Holdings Limited","SEHK:3680",3680,-523.5433
"SinoMab BioScience Limited","SEHK:3681",3681,-11.3472
"Great Harvest Maeta Group Holdings Limited","SEHK:3683",3683,-10.1059
"Guangdong Kanghua Healthcare Co., Ltd.","SEHK:3689",3689,-8.3763
"Meituan","SEHK:3690",3690,200.1251
"Hansoh Pharmaceutical Group Company Limited","SEHK:3692",3692,78.1989
"Far East Hotels and Entertainment Limited","SEHK:37",37,-5.0575
"China Best Group Holding Limited","SEHK:370",370,-2.7354
"Inke Limited","SEHK:3700",3700,25.1918
"China Supply Chain Holdings Limited","SEHK:3708",3708,-71.0202
"Beijing Enterprises Urban Resources Group Limited","SEHK:3718",3718,12.1985
"PT International Development Corporation Limited","SEHK:372",372,-8.8831
"Vobile Group Limited","SEHK:3738",3738,429.8421
"YGM Trading Limited","SEHK:375",375,-8.2335
"Yunfeng Financial Group Limited","SEHK:376",376,48.1628
"China Huajun Group Limited","SEHK:377",377,-0.4304
"NNK Group Limited","SEHK:3773",3773,8.8997
"China Weaving Materials Holdings Limited","SEHK:3778",3778,-9.4484
"FDG Kinetic Limited","SEHK:378",378,-0.5371
"China Ever Grand Financial Leasing Group Co., Ltd.","SEHK:379",379,-4.048
"Homeland Interactive Technology Ltd.","SEHK:3798",3798,19.1677
"First Tractor Company Limited","SEHK:38",38,16.9878
"Softpower International Limited","SEHK:380",380,33.6961
"GCL-Poly Energy Holdings Limited","SEHK:3800",3800,-50.7624
"Kiu Hung International Holdings Limited","SEHK:381",381,-0.5235
"Pou Sheng International (Holdings) Limited","SEHK:3813",3813,17.7367
"KFM Kingdom Holdings Limited","SEHK:3816",3816,-15.1167
"Sam Woo Construction Group Limited","SEHK:3822",3822,6.6937
"China Medical & HealthCare Group Limited","SEHK:383",383,-19.5516
"Kiddieland International Limited","SEHK:3830",3830,1.1443
"Xinjiang Xinxin Mining Industry Co., Ltd.","SEHK:3833",3833,143.9469
"Chia Tai Enterprises International Limited","SEHK:3839",3839,2.8265
"Speed Apparel Holding Limited","SEHK:3860",3860,30.7802
"Hospital Corporation of China Limited","SEHK:3869",3869,-2.9294
"Leeport (Holdings) Limited","SEHK:387",387,-4.5822
"Vicon Holdings Limited","SEHK:3878",3878,6.7617
"Hong Kong Exchanges and Clearing Limited","SEHK:388",388,55.0132
"Sky Light Holdings Limited","SEHK:3882",3882,-2.6843
"Global Sweeteners Holdings Limited","SEHK:3889",3889,-0.9189
"China Tontine Wines Group Limited","SEHK:389",389,-1.8963
"Crosstec Group Holdings Limited","SEHK:3893",3893,-4.8242
"China Beidahuang Industry Group Holdings Limited","SEHK:39",39,-2.0784
"Hanhua Financial Holding Co., Ltd.","SEHK:3903",3903,5.4467
"China International Capital Corporation Limited","SEHK:3908",3908,32.0821
"Mei Ah Entertainment Group Limited","SEHK:391",391,-6.7782
"KWG Living Group Holdings Limited","SEHK:3913",3913,
"Golden Power Group Holdings Limited","SEHK:3919",3919,10.817
"S&T Holdings Limited","SEHK:3928",3928,16.8357
"LFG Investment Holdings Limited","SEHK:3938",3938,6.5018
"Wanguo International Mining Group Limited","SEHK:3939",3939,22.9132
"Smartac International Holdings Limited","SEHK:395",395,-2.4813
"Hing Lee (HK) Holdings Limited","SEHK:396",396,-1.2598
"China Rongzhong Financial Holdings Company Limited","SEHK:3963",3963,-1.4557
"Power Financial Group Limited","SEHK:397",397,-2.6653
"China Beststudy Education Group","SEHK:3978",3978,15.699
"Capital Environment Holdings Limited","SEHK:3989",3989,5.3398
"Innovative Pharmaceutical Biotech Limited","SEHK:399",399,-1.9614
"Creative Enterprise Holdings Limited","SEHK:3992",3992,13.0155
"DaChan Food (Asia) Limited","SEHK:3999",3999,3.3448
"Gold Peak Industries (Holdings) Limited","SEHK:40",40,-4.8837
"Cogobuy Group","SEHK:400",400,19.5157
"Wanjia Group Holdings Limited","SEHK:401",401,-4.7983
"Starlite Holdings Limited","SEHK:403",403,-2.0955
"SOHO China Limited","SEHK:410",410,11.6416
"China Shandong Hi-Speed Financial Group Limited","SEHK:412",412,-30.1421
"South China Holdings Company Limited","SEHK:413",413,3.7794
"Bank of Jinzhou Co., Ltd.","SEHK:416",416,58.1032
"Tse Sui Luen Jewellery (International) Limited","SEHK:417",417,-1.6135
"Founder Holdings Limited","SEHK:418",418,-1.9151
"Huayi Tencent Entertainment Company Limited","SEHK:419",419,-255.3397
"Northeast Electric Development Company Limited","SEHK:42",42,9.7342
"Vietnam Manufacturing and Export Processing (Holdings) Limited","SEHK:422",422,-2.286
"One Media Group Limited","SEHK:426",426,-1.4079
"Cocoon Holdings Limited","SEHK:428",428,-3.4339
"Oriental Explorer Holdings Limited","SEHK:430",430,-2.8059
"Greater China Financial Holdings Limited","SEHK:431",431,-4.8724
"Pacific Century Premium Developments Limited","SEHK:432",432,-1.7165
"North Mining Shares Company Limited","SEHK:433",433,-0.6259
"Boyaa Interactive International Limited","SEHK:434",434,-6.2853
"IRICO Group New Energy Company Limited","SEHK:438",438,64.9016
"KuangChi Science Limited","SEHK:439",439,-12.1768
"Hifood Group Holdings Co., Limited","SEHK:442",442,-1.1525
"Sincere Watch (Hong Kong) Limited","SEHK:444",444,-2.6655
"Chigo Holding Limited","SEHK:449",449,-0.212
"GCL New Energy Holdings Limited","SEHK:451",451,-91.0309
"New City Development Group Limited","SEHK:456",456,4041.4083
"Tristate Holdings Limited","SEHK:458",458,-2.007
"Midland IC&I Limited","SEHK:459",459,-6.0606
"China Overseas Nuoxin International Holdings Limited","SEHK:464",464,-7.378
"Futong Technology Development Holdings Limited","SEHK:465",465,-56.8771
"United Energy Group Limited","SEHK:467",467,28.7893
"CMMB Vision Holdings Limited","SEHK:471",471,-0.2874
"New Silkroad Culturaltainment Limited","SEHK:472",472,-3.733
"Aceso Life Science Group Limited","SEHK:474",474,-2.4184
"Central Development Holdings Limited","SEHK:475",475,-10.1126
"China Dynamics (Holdings) Limited","SEHK:476",476,-6.8186
"CIL Holdings Limited","SEHK:479",479,
"China Automotive Interior Decoration Holdings Limited","SEHK:48",48,-2.2539
"Sandmartin International Holdings Limited","SEHK:482",482,-0.3505
"Forgame Holdings Limited","SEHK:484",484,-1.1225
"China Sinostar Group Company Limited","SEHK:485",485,-2.7121
"United Company RUSAL Plc","SEHK:486",486,41.6016
"Success Universe Group Limited","SEHK:487",487,-6.0906
"Lai Sun Development Company Limited","SEHK:488",488,-1.4766
"Emperor Culture Group Limited","SEHK:491",491,-0.8233
"GOME Retail Holdings Limited","SEHK:493",493,-8.2195
"Paladin Limited","SEHK:495",495,-1.3641
"Kasen International Holdings Limited","SEHK:496",496,8.2257
"PYI Corporation Limited","SEHK:498",498,-1.0334
"Qingdao Holdings International Limited","SEHK:499",499,"NA"
"HSBC Holdings plc","SEHK:5",5,31.6791
"Frontier Services Group Limited","SEHK:500",500,-3.6628
"Lansen Pharmaceutical Holdings Limited","SEHK:503",503,0.9079
"Xingye Alloy Materials Group Limited","SEHK:505",505,16.0404
"Dingyi Group Investment Limited","SEHK:508",508,-8.9674
"Century Sunshine Group Holdings Limited","SEHK:509",509,2.2203
"Harbour Centre Development Limited","SEHK:51",51,-3.9609
"CASH Financial Services Group Limited","SEHK:510",510,-1.7737
"Continental Holdings Limited","SEHK:513",513,-32.9514
"China Silver Technology Holdings Limited","SEHK:515",515,-2.6132
"Applied Development Holdings Limited","SEHK:519",519,-1.5022
"CWT International Limited","SEHK:521",521,-4.595
"Great Wall Belt & Road Holdings Limited","SEHK:524",524,-4.211
"China Automobile New Retail (Holdings) Limited","SEHK:526",526,-1.3438
"China Ruifeng Renewable Energy Holdings Limited","SEHK:527",527,-2.6212
"Goldin Financial Holdings Limited","SEHK:530",530,-0.2858
"Samson Holding Ltd.","SEHK:531",531,-2.0203
"Wong's Kong King International (Holdings) Limited","SEHK:532",532,19.7698
"Victory City International Holdings Limited","SEHK:539",539,2.7812
"TFG International Group Limited","SEHK:542",542,-6.083
"Daido Group Limited","SEHK:544",544,-1.4511
"Digital Domain Holdings Limited","SEHK:547",547,-9.8205
"Neway Group Holdings Limited","SEHK:55",55,-1.3355
"KK Culture Holdings Limited","SEHK:550",550,-4.999
"Hans Energy Company Limited","SEHK:554",554,-12.1853
"REXLot Holdings Limited","SEHK:555",555,
"Pan Asia Environmental Protection Group Limited","SEHK:556",556,-6.7018
"China Tian Yuan Healthcare Group Limited","SEHK:557",557,
"DeTai New Energy Group Limited","SEHK:559",559,-2.7836
"Art Group Holdings Limited","SEHK:565",565,-23.6799
"Daisho Microline Holdings Limited","SEHK:567",567,-2.764
"Shandong Molong Petroleum Machinery Company Limited","SEHK:568",568,-5.549
"eSun Holdings Limited","SEHK:571",571,-2.6407
"Future World Holdings Limited","SEHK:572",572,-1.7266
"Pa Shun International Holdings Limited","SEHK:574",574,-0.5392
"Regent Pacific Group Limited","SEHK:575",575,-0.1031
"South Shore Holdings Limited","SEHK:577",577,-0.0783
"Rosan Resources Holdings Limited","SEHK:578",578,-0.7633
"Sunway International Holdings Limited","SEHK:58",58,-0.3635
"Landing International Development Limited","SEHK:582",582,-0.7585
"Great Wall Pan Asia Holdings Limited","SEHK:583",583,-3.1002
"Imagi International Holdings Limited","SEHK:585",585,-18.1348
"Jianzhong Construction Development Limited","SEHK:589",589,4.8676
"Bossini International Holdings Limited","SEHK:592",592,-1.8449
"DreamEast Group Limited","SEHK:593",593,-1.412
"Inspur International Limited","SEHK:596",596,86.4451
"Hong Kong Food Investment Holdings Limited","SEHK:60",60,-11.4903
"China Infrastructure Investment Limited","SEHK:600",600,-4.168
"Rare Earth Magnesium Technology Group Holdings Limited","SEHK:601",601,9.1047
"Jiahua Stores Holdings Limited","SEHK:602",602,-1.3528
"China Oil And Gas Group Limited","SEHK:603",603,6.745
"Apex Ace Holding Limited","SEHK:6036",6036,-22.2265
"China Financial Services Holdings Limited","SEHK:605",605,3.4898
"China Industrial Securities International Financial Group Limited","SEHK:6058",6058,-1.2057
"ZhongAn Online P & C Insurance Co., Ltd.","SEHK:6060",6060,-1102.6218
"Fullshare Holdings Limited","SEHK:607",607,-3.027
"Hygeia Healthcare Holdings Co., Limited","SEHK:6078",6078,986.0954
"Wing Chi Holdings Limited","SEHK:6080",6080,-2.7718
"FIT Hon Teng Limited","SEHK:6088",6088,16.205
"Tiande Chemical Holdings Limited","SEHK:609",609,6.2975
"Hevol Services Group Co. Limited","SEHK:6093",6093,37.8127
"Green Leader Holdings Group Limited","SEHK:61",61,-0.0926
"Tongdao Liepin Group","SEHK:6100",6100,78.0317
"China Nuclear Energy Technology Corporation Limited","SEHK:611",611,13.0478
"Xinjiang La Chapelle Fashion Co., Ltd.","SEHK:6116",6116,-0.1172
"Rizhao Port Jurong Co., Ltd.","SEHK:6117",6117,6.0947
"Austar Lifesciences Limited","SEHK:6118",6118,130.0211
"China Ding Yi Feng Holdings Limited","SEHK:612",612,-16.0067
"Earthasia International Holdings Limited","SEHK:6128",6128,-7.12
"Planetree International Development Limited","SEHK:613",613,-10.3898
"Vital Innovations Holdings Limited","SEHK:6133",6133,-3.5723
"Kangda International Environmental Company Limited","SEHK:6136",6136,3.0219
"Eminence Enterprise Limited","SEHK:616",616,-1.7665
"BeiGene, Ltd.","SEHK:6160",6160,-18.9611
"Target Insurance (Holdings) Limited","SEHK:6161",6161,-2.7207
"China U-Ton Future Space Industrial Group Holdings Ltd.","SEHK:6168",6168,-3.1304
"Peking University Resources (Holdings) Company Limited","SEHK:618",618,-0.3515
"Twintek Investment Holdings Limited","SEHK:6182",6182,-17.6801
"China Greenfresh Group Co., Ltd.","SEHK:6183",6183,
"CanSino Biologics Inc.","SEHK:6185",6185,-389.1766
"Beijing Digital Telecom Co., Ltd.","SEHK:6188",6188,11.023
"Guangdong Adway Construction (Group) Holdings Company Limited","SEHK:6189",6189,-45.0823
"South China Financial Holdings Limited","SEHK:619",619,-0.3959
"Tailam Tech Construction Holdings Limited","SEHK:6193",6193,12.8902
"DTXS Silk Road Investment Holdings Company Limited","SEHK:620",620,1980.1951
"Taung Gold International Limited","SEHK:621",621,-16.3476
"Oshidori International Holdings Limited","SEHK:622",622,-24.8107
"Fullsun International Holdings Group Co., Limited","SEHK:627",627,-0.9416
"Gome Finance Technology Co., Ltd.","SEHK:628",628,-529.6404
"Yue Da International Holdings Limited","SEHK:629",629,92.8674
"China Asia Valley Group Limited","SEHK:63",63,386.4085
"AMCO United Holding Limited","SEHK:630",630,-16.8309
"CHK Oil Limited","SEHK:632",632,-0.9489
"China All Access (Holdings) Limited","SEHK:633",633,-0.09
"Lee Kee Holdings Limited","SEHK:637",637,-4.3198
"Kin Yat Holdings Limited","SEHK:638",638,3.4918
"Carry Wealth Holdings Limited","SEHK:643",643,-11.0143
"Ares Asia Limited","SEHK:645",645,-21.212
"China Environmental Technology Holdings Limited","SEHK:646",646,-0.2606
"Grand Ocean Advanced Resources Company Limited","SEHK:65",65,-17.9768
"IDG Energy Investment Limited","SEHK:650",650,-11.8235
"China Ocean Industry Group Limited","SEHK:651",651,-0.0478
"Bonjour Holdings Limited","SEHK:653",653,-2.8549
"G-Vision International (Holdings) Limited","SEHK:657",657,-8.9511
"Wai Chun Bio-Technology Limited","SEHK:660",660,60.5745
"New Horizon Health Limited","SEHK:6606",6606,-42.2164
"China Daye Non-Ferrous Metals Mining Limited","SEHK:661",661,17.5101
"JD Health International Inc.","SEHK:6618",6618,-58.8544
"King Stone Energy Group Limited","SEHK:663",663,-6.4266
"SHK Hong Kong Industries Limited","SEHK:666",666,56.8988
"Evergrande Property Services Group Limited","SEHK:6666",6666,87.8675
"E-Star Commercial Management Company Limited","SEHK:6668",6668,25.5897
"Sino-Ocean Service Holding Limited","SEHK:6677",6677,20.7112
"Doyen International Holdings Limited","SEHK:668",668,-4.281
"Haier Smart Home Co., Ltd.","SEHK:6690",6690,37.5338
"China Eastern Airlines Corporation Limited","SEHK:670",670,-6.8518
"China Health Group Limited","SEHK:673",673,-5.4366
"China Tangshang Holdings Limited","SEHK:674",674,-5.3222
"Pegasus International Holdings Limited","SEHK:676",676,-4.565
"Genting Hong Kong Limited","SEHK:678",678,-0.6843
"Lee Hing Development Limited","SEHK:68",68,-0.2899
"Nan Hai Corporation Limited","SEHK:680",680,-1.8185
"Kimou Environmental Holding Limited","SEHK:6805",6805,13.1302
"Chinese People Holdings Company Limited","SEHK:681",681,2.6529
"Winson Holdings Hong Kong Limited","SEHK:6812",6812,4.86
"Prosper Construction Holdings Limited","SEHK:6816",6816,41.7579
"IntelliCentrics Global Holdings Ltd.","SEHK:6819",6819,242.4364
"Chaoda Modern Agriculture (Holdings) Limited","SEHK:682",682,-15.5806
"Beijing Gas Blue Sky Holdings Limited","SEHK:6828",6828,-18.5281
"Dragon Rise Group Holdings Limited","SEHK:6829",6829,-7.2803
"Sinco Pharmaceuticals Holdings Limited","SEHK:6833",6833,12.2796
"Ascentage Pharma Group International","SEHK:6855",6855,-5.986
"Beijing Energy International Holding Co., Ltd.","SEHK:686",686,-1.5587
"FingerTango Inc.","SEHK:6860",6860,10.8343
"Zuoli Kechuang Micro-finance Company Limited","SEHK:6866",6866,3.7334
"Tysan Holdings Limited","SEHK:687",687,7.2976
"CLSA Premium Limited","SEHK:6877",6877,-3.0314
"Differ Group Holding Company Limited","SEHK:6878",6878,21.8466
"Tempus Holdings Limited","SEHK:6880",6880,-0.4594
"EGL Holdings Company Limited","SEHK:6882",6882,-5.5293
"Huatai Securities Co., Ltd.","SEHK:6886",6886,12.6514
"Freetech Road Recycling Technology (Holdings) Limited","SEHK:6888",6888,37.0581
"EPI (Holdings) Limited","SEHK:689",689,-4.6099
"Hin Sang Group (International) Holding Co. Ltd.","SEHK:6893",6893,-17.3066
"Ourgame International Holdings Limited","SEHK:6899",6899,-0.949
"Shangri-La Asia Limited","SEHK:69",69,-15.0455
"Uni-Bio Science Group Limited","SEHK:690",690,-12.8072
"Sunkwan Properties Group Limited","SEHK:6900",6900,
"HongGuang Lighting Holdings Company Limited","SEHK:6908",6908,25.4991
